"strain"	"virus"	"date"	"GISAID_clade"	"country_exposure"	"division_exposure"	"period"	"source"
"USA/WA-S264/2020"	"SARS-CoV-2"	"2020-03-03"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-S10/2020"	"SARS-CoV-2"	"2020-02-29"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/NC-CDC-0034/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"North Carolina"	"B"	"USA-other"
"USA/NM-CDC-3589/2020"	"SARS-CoV-2"	"2020-03-09"	"GH"	"USA"	"New Mexico"	"B"	"USA-other"
"USA/MA-MGH-00419/2020"	"SARS-CoV-2"	"2020-03-07"	"GH"	"USA"	"Massachusetts"	"B"	"USA-other"
"USA/WA-S109/2020"	"SARS-CoV-2"	"2020-03-01"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-UW21/2020"	"SARS-CoV-2"	"2020-03-05"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/CA-SR0415/2020"	"SARS-CoV-2"	"2020-03-08"	"S"	"USA"	"California"	"B"	"USA-other"
"USA/MN-CDC-0108/2020"	"SARS-CoV-2"	"2020-03-10"	"O"	"USA"	"Minnesota"	"B"	"USA-other"
"USA/FL_6318/2020"	"SARS-CoV-2"	"2020-03-02"	"GR"	"USA"	"Florida"	"B"	"USA-other"
"USA/MN5-MDH5/2020"	"SARS-CoV-2"	"2020-03-10"	"GR"	"USA"	"Minnesota"	"B"	"USA-other"
"USA/CA-SCCPHD-UC156/2020"	"SARS-CoV-2"	"2020-03-10"	"L"	"USA"	"California"	"B"	"USA-other"
"USA/WA-UW71/2020"	"SARS-CoV-2"	"2020-03-09"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-UW32/2020"	"SARS-CoV-2"	"2020-03-07"	"O"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-S36/2020"	"SARS-CoV-2"	"2020-03-02"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-UW24/2020"	"SARS-CoV-2"	"2020-03-05"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/OH_0020/2020"	"SARS-CoV-2"	"2020-03-07"	"GH"	"USA"	"Ohio"	"B"	"USA-other"
"USA/WA-S114/2020"	"SARS-CoV-2"	"2020-03-05"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/RI_0556/2020"	"SARS-CoV-2"	"2020-03-01"	"G"	"USA"	"Rhode Island"	"B"	"USA-other"
"USA/WA16-UW12/2020"	"SARS-CoV-2"	"2020-03-05"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/GA_2343/2020"	"SARS-CoV-2"	"2020-03-10"	"S"	"USA"	"Georgia"	"B"	"USA-other"
"USA/SC_3520/2020"	"SARS-CoV-2"	"2020-03-05"	"S"	"USA"	"South Carolina"	"B"	"USA-other"
"USA/MA_3623/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"Massachusetts"	"B"	"USA-other"
"USA/WA-UW18/2020"	"SARS-CoV-2"	"2020-03-05"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/TX-HMH037/2020"	"SARS-CoV-2"	"2020-03-08"	"V"	"USA"	"Texas"	"B"	"USA-other"
"USA/MA-MGH-00418/2020"	"SARS-CoV-2"	"2020-03-07"	"GH"	"USA"	"Massachusetts"	"B"	"USA-other"
"USA/IL_0087/2020"	"SARS-CoV-2"	"2020-03-07"	"GH"	"USA"	"Illinois"	"B"	"USA-other"
"USA/WA-S367/2020"	"SARS-CoV-2"	"2020-03-08"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-S249/2020"	"SARS-CoV-2"	"2020-03-01"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/CA8/2020"	"SARS-CoV-2"	"2020-02-10"	"L"	"USA"	"California"	"B"	"USA-other"
"USA/CA-SCCPHD-UC118/2020"	"SARS-CoV-2"	"2020-03-04"	"L"	"USA"	"California"	"B"	"USA-other"
"USA/WA-S28/2020"	"SARS-CoV-2"	"2020-03-02"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-UW57/2020"	"SARS-CoV-2"	"2020-03-09"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/CA_2602/2020"	"SARS-CoV-2"	"2020-02-26"	"L"	"USA"	"California"	"B"	"USA-other"
"USA/CA-SCCPHD-UC117/2020"	"SARS-CoV-2"	"2020-03-04"	"L"	"USA"	"California"	"B"	"USA-other"
"USA/CA-SCCPHD-UC139/2020"	"SARS-CoV-2"	"2020-03-09"	"L"	"USA"	"California"	"B"	"USA-other"
"USA/MA_3616/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"Massachusetts"	"B"	"USA-other"
"USA/CA9/2020"	"SARS-CoV-2"	"2020-02-23"	"L"	"USA"	"California"	"B"	"USA-other"
"USA/IN_2001/2020"	"SARS-CoV-2"	"2020-03-09"	"G"	"USA"	"Indiana"	"B"	"USA-other"
"USA/CT_9849/2020"	"SARS-CoV-2"	"2020-03-08"	"S"	"USA"	"Connecticut"	"B"	"USA-other"
"USA/GA_2118/2020"	"SARS-CoV-2"	"2020-03-08"	"S"	"USA"	"Georgia"	"B"	"USA-other"
"USA/CO-CDC-5780/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"Colorado"	"B"	"USA-other"
"USA/NE_7025/2020"	"SARS-CoV-2"	"2020-03-07"	"L"	"USA"	"Nebraska"	"B"	"USA-other"
"USA/WA-S279/2020"	"SARS-CoV-2"	"2020-03-04"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/CA-CDPH-UC3/2020"	"SARS-CoV-2"	"2020-02-27"	"L"	"USA"	"California"	"B"	"USA-other"
"USA/SC_3570/2020"	"SARS-CoV-2"	"2020-03-07"	"S"	"USA"	"South Carolina"	"B"	"USA-other"
"USA/WA-S64/2020"	"SARS-CoV-2"	"2020-03-03"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/MA-MGH-00440/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"Massachusetts"	"B"	"USA-other"
"USA/CA-SCCPHD-UC109/2020"	"SARS-CoV-2"	"2020-03-02"	"L"	"USA"	"California"	"B"	"USA-other"
"USA/CA-SCCPHD-UC151/2020"	"SARS-CoV-2"	"2020-03-10"	"L"	"USA"	"California"	"B"	"USA-other"
"USA/LA-CDC-0757/2020"	"SARS-CoV-2"	"2020-03-10"	"GH"	"USA"	"Louisiana"	"B"	"USA-other"
"USA/WA-UW95/2020"	"SARS-CoV-2"	"2020-03-10"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/CA-SCCPHD-UC148/2020"	"SARS-CoV-2"	"2020-03-10"	"L"	"USA"	"California"	"B"	"USA-other"
"USA/FL-UF1/2020"	"SARS-CoV-2"	"2020-03-10"	"S"	"USA"	"Florida"	"B"	"USA-other"
"USA/FL_5091/2020"	"SARS-CoV-2"	"2020-02-28"	"S"	"USA"	"Florida"	"B"	"USA-other"
"USA/CA-SCCPHD-UC147/2020"	"SARS-CoV-2"	"2020-03-07"	"L"	"USA"	"California"	"B"	"USA-other"
"USA/WA-UW101/2020"	"SARS-CoV-2"	"2020-03-10"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-UW59/2020"	"SARS-CoV-2"	"2020-03-09"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/NV_0016/2020"	"SARS-CoV-2"	"2020-03-07"	"L"	"USA"	"Nevada"	"B"	"USA-other"
"USA/WA-S14/2020"	"SARS-CoV-2"	"2020-03-03"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/CA-SCCPHD-UC132/2020"	"SARS-CoV-2"	"2020-03-06"	"S"	"USA"	"California"	"B"	"USA-other"
"USA/WA-UW55/2020"	"SARS-CoV-2"	"2020-03-09"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-UW26/2020"	"SARS-CoV-2"	"2020-03-05"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/WA-S71/2020"	"SARS-CoV-2"	"2020-03-05"	"S"	"USA"	"Washington"	"B"	"USA-other"
"USA/NY-NYU-VC-002/2020"	"SARS-CoV-2"	"2020-03-06"	"V"	"USA"	"New York"	"B"	"NY"
"USA/NY-NYUMC1/2020"	"SARS-CoV-2"	"2020-03-04"	"V"	"USA"	"New York"	"B"	"NY"
"USA/NY-PV09407/2020"	"SARS-CoV-2"	"2020-03-10"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-PV09413/2020"	"SARS-CoV-2"	"2020-03-09"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-PV09436/2020"	"SARS-CoV-2"	"2020-03-10"	"GR"	"USA"	"New York"	"B"	"NY"
"USA/NY-PV09437/2020"	"SARS-CoV-2"	"2020-03-10"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-PV09438/2020"	"SARS-CoV-2"	"2020-03-10"	"S"	"USA"	"New York"	"B"	"NY"
"USA/NY-PV09439/2020"	"SARS-CoV-2"	"2020-03-07"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-PV09442/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-PV09444/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-PV09448/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-PV09449/2020"	"SARS-CoV-2"	"2020-03-09"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0144/2020"	"SARS-CoV-2"	"2020-03-02"	"L"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0162/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0165/2020"	"SARS-CoV-2"	"2020-03-09"	"V"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0166/2020"	"SARS-CoV-2"	"2020-03-09"	"V"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0168/2020"	"SARS-CoV-2"	"2020-03-09"	"V"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0171/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0175/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0302/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0319/2020"	"SARS-CoV-2"	"2020-03-08"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0331/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0334/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0440/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0444/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0472/2020"	"SARS-CoV-2"	"2020-03-09"	"S"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0475/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV052/2020"	"SARS-CoV-2"	"2020-03-04"	"S"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0592/2020"	"SARS-CoV-2"	"2020-03-08"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV076/2020"	"SARS-CoV-2"	"2020-03-05"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0862/2020"	"SARS-CoV-2"	"2020-03-10"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0863/2020"	"SARS-CoV-2"	"2020-03-10"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV0874/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-SURV097/2020"	"SARS-CoV-2"	"2020-03-09"	"O"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10495-01/2020"	"SARS-CoV-2"	"2020-03-03"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10496-01/2020"	"SARS-CoV-2"	"2020-03-03"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10528-01/2020"	"SARS-CoV-2"	"2020-03-03"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10683-01/2020"	"SARS-CoV-2"	"2020-03-04"	"V"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10690-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10695-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10703-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10704-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10707-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10935-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10955-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10957-02/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10958-01/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-10999-01/2020"	"SARS-CoV-2"	"2020-03-05"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11000-01/2020"	"SARS-CoV-2"	"2020-03-05"	"V"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11003-01/2020"	"SARS-CoV-2"	"2020-03-05"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11017-01/2020"	"SARS-CoV-2"	"2020-03-05"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11180-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11190-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11191-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11202-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11207-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11245-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11249-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11284-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11291-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11330-01/2020"	"SARS-CoV-2"	"2020-03-07"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11344-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11353-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11354-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11379-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11380-01/2020"	"SARS-CoV-2"	"2020-03-06"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11666-01/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11717-01/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11735-01/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-11736-02/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY-Wadsworth-12883-02/2020"	"SARS-CoV-2"	"2020-03-10"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY2-PV08100/2020"	"SARS-CoV-2"	"2020-03-04"	"S"	"USA"	"New York"	"B"	"NY"
"USA/NY_1922/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NY_2929/2020"	"SARS-CoV-2"	"2020-03-02"	"GH"	"USA"	"New York"	"B"	"NY"
"USA/NJ-CDC-3036/2020"	"SARS-CoV-2"	"2020-03-03"	"GH"	"USA"	"New Jersey"	"B"	"NJ"
"USA/NJ-CDC-7300/2020"	"SARS-CoV-2"	"2020-03-10"	"GH"	"USA"	"New Jersey"	"B"	"NJ"
"USA/NJ_3201/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New Jersey"	"B"	"NJ"
"USA/NJ_3592/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"New Jersey"	"B"	"NJ"
"USA/MD-CDC-0025/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MD-HP00060/2020"	"SARS-CoV-2"	"2020-03-10"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MD-HP00075/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MD-HP00082/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MDH-5622/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MDH-5653/2020"	"SARS-CoV-2"	"2020-03-07"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MDH-5875/2020"	"SARS-CoV-2"	"2020-03-08"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MDH-6339/2020"	"SARS-CoV-2"	"2020-03-09"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MDH-6572/2020"	"SARS-CoV-2"	"2020-03-08"	"G"	"USA"	"Maryland"	"B"	"MD"
"USA/MDH-6612/2020"	"SARS-CoV-2"	"2020-03-09"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MDH-7590/2020"	"SARS-CoV-2"	"2020-03-09"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MD_0026/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"Maryland"	"B"	"MD"
"USA/MD_0027/2020"	"SARS-CoV-2"	"2020-03-04"	"GH"	"USA"	"Maryland"	"B"	"MD"
